cik,name,sic4,sic1,sic2,sic3,countryba,bas1
94344_STEWART INFORMATION SERVICES CORP,STEWART INFORMATION SERVICES CORP,6361,60,63,636,US,1360 POST OAK BLVD
94845_LEVI STRAUSS & CO,LEVI STRAUSS & CO,2300,20,23,230,US,1155 BATTERY ST
95953_ASCENT INDUSTRIES CO.,ASCENT INDUSTRIES CO.,3317,20,33,331,US,1400 16TH STREET
96021_SYSCO CORP,SYSCO CORP,5140,50,51,514,US,1390 ENCLAVE PKWY
96223_JEFFERIES FINANCIAL GROUP INC.,JEFFERIES FINANCIAL GROUP INC.,6211,60,62,621,US,520 MADISON AVENUE
96536_TAYLOR DEVICES INC,TAYLOR DEVICES INC,3569,20,35,356,US,90 TAYLOR DR
96869_TEJON RANCH CO,TEJON RANCH CO,6500,60,65,650,US,4436 LEBEC ROAD
96943_TELEFLEX INC,TELEFLEX INC,3841,20,38,384,US,550 E SWEDESFORD RD
97134_TENNANT CO,TENNANT CO,3580,20,35,358,US,104000 CLEAN STREET
97216_TEREX CORP,TEREX CORP,3537,20,35,353,US,45 GLOVER AVENUE
97476_TEXAS INSTRUMENTS INC,TEXAS INSTRUMENTS INC,3674,20,36,367,US,P.O. BOX 660199
97745_THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC.,3829,20,38,382,US,168 THIRD AVENUE
98362_TIMKEN CO,TIMKEN CO,3562,20,35,356,US,4500 MT. PLEASANT ST. NW
"99250_TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC","TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",4922,40,49,492,US,2800 POST OAK BLVD
99780_TRINITY INDUSTRIES INC,TRINITY INDUSTRIES INC,3743,20,37,374,US,14221 N DALLAS PARKWAY
100122_TUCSON ELECTRIC POWER CO,TUCSON ELECTRIC POWER CO,4911,40,49,491,US,88 EAST BROADWAY
"100493_TYSON FOODS, INC.","TYSON FOODS, INC.",2015,20,20,201,US,2200 DON TYSON PARKWAY
"100517_UNITED AIRLINES HOLDINGS, INC.","UNITED AIRLINES HOLDINGS, INC.",4512,40,45,451,US,E. ANNA HA - WHQLD
101199_UNITED FIRE GROUP INC,UNITED FIRE GROUP INC,6331,60,63,633,US,118 SECOND AVE SE
101778_MARATHON OIL CORP,MARATHON OIL CORP,1311,10,13,131,US,P O BOX 3128
101829_RAYTHEON TECHNOLOGIES CORP,RAYTHEON TECHNOLOGIES CORP,3724,20,37,372,US,870 WINTER STREET
101829_RTX CORP,RTX CORP,3724,20,37,372,US,1000 WILSON BLVD
101984_UNIVERSAL ELECTRONICS INC,UNIVERSAL ELECTRONICS INC,3651,20,36,365,US,15147 N SCOTTSDALE RD
102037_UNIVERSAL CORP /VA/,UNIVERSAL CORP /VA/,5150,50,51,515,US,9201 FOREST HILL AVENUE
102212_UNIVEST FINANCIAL CORP,UNIVEST FINANCIAL CORP,6022,60,60,602,US,14 NORTH MAIN STREET
102729_VALMONT INDUSTRIES INC,VALMONT INDUSTRIES INC,3440,20,34,344,US,15000 VALMONT PLAZA
102752_VSE CORP,VSE CORP,8711,70,87,871,US,6348 WALKER LANE
103379_V F CORP,V F CORP,2320,20,23,232,US,1551 WEWATTA STREET
103595_VILLAGE SUPER MARKET INC,VILLAGE SUPER MARKET INC,5411,52,54,541,US,733 MOUNTAIN AVE
103730_VISHAY INTERTECHNOLOGY INC,VISHAY INTERTECHNOLOGY INC,3670,20,36,367,US,63 LANCASTER AVENUE
104169_WALMART INC.,WALMART INC.,5331,52,53,533,US,702 SOUTHWEST 8TH ST
104889_GRAHAM HOLDINGS CO,GRAHAM HOLDINGS CO,8200,70,82,820,US,1300 NORTH 17TH STREET
104894_ELME COMMUNITIES,ELME COMMUNITIES,6798,60,67,679,US,"1775 EYE STREET, NW"
105132_WD 40 CO,WD 40 CO,2890,20,28,289,US,9715 BUSINESSPARK AVENUE
105418_WEIS MARKETS INC,WEIS MARKETS INC,5411,52,54,541,US,1000 S SECOND ST
"105634_EMCOR GROUP, INC.","EMCOR GROUP, INC.",1731,15,17,173,US,301 MERRITT SEVEN CORPORATE PK
105770_WEST PHARMACEUTICAL SERVICES INC,WEST PHARMACEUTICAL SERVICES INC,3841,20,38,384,US,530 HERMAN O. WEST DRIVE
106040_WESTERN DIGITAL CORP,WESTERN DIGITAL CORP,3572,20,35,357,US,5601 GREAT OAKS PARKWAY
106640_WHIRLPOOL CORP /DE/,WHIRLPOOL CORP /DE/,3630,20,36,363,US,WHIRLPOOL CNTR 2000 M 63
"107140_JOHN WILEY & SONS, INC.","JOHN WILEY & SONS, INC.",2731,20,27,273,US,111 RIVER STREET
"107263_WILLIAMS COMPANIES, INC.","WILLIAMS COMPANIES, INC.",4922,40,49,492,US,ONE WILLIAMS CTR
107687_WINNEBAGO INDUSTRIES INC,WINNEBAGO INDUSTRIES INC,3716,20,37,371,US,13200 PIONEER TRAIL
"783325_WEC ENERGY GROUP, INC.","WEC ENERGY GROUP, INC.",4931,40,49,493,US,231 W MICHIGAN ST
107815_WISCONSIN ELECTRIC POWER CO,WISCONSIN ELECTRIC POWER CO,4911,40,49,491,US,231 W MICHIGAN ST
107833_WISCONSIN PUBLIC SERVICE CORP,WISCONSIN PUBLIC SERVICE CORP,4931,40,49,493,US,700 NORTH ADAMS STREET
108385_WORLD ACCEPTANCE CORP,WORLD ACCEPTANCE CORP,6141,60,61,614,US,108 FREDRICK STREET
108985_YORK WATER CO,YORK WATER CO,4941,40,49,494,US,130 E MARKET ST
"109177_SPECTRUM BRANDS HOLDINGS, INC.","SPECTRUM BRANDS HOLDINGS, INC.",3690,20,36,369,US,3001 DEMING WAY
109198_TJX COMPANIES INC /DE/,TJX COMPANIES INC /DE/,5651,52,56,565,US,770 COCHITUATE RD
"109380_ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/","ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",6021,60,60,602,US,ONE SOUTH MAIN STREET
109563_APPLIED INDUSTRIAL TECHNOLOGIES INC,APPLIED INDUSTRIAL TECHNOLOGIES INC,5080,50,50,508,US,ONE APPLIED PLAZA
110019_NORTHWEST PIPELINE LLC,NORTHWEST PIPELINE LLC,4922,40,49,492,US,295 CHIPETA WAY
110471_WOLVERINE WORLD WIDE INC /DE/,WOLVERINE WORLD WIDE INC /DE/,3140,20,31,314,US,9341 COURTLAND DR
200406_JOHNSON & JOHNSON,JOHNSON & JOHNSON,2834,20,28,283,US,ONE JOHNSON & JOHNSON PLZ
"202058_L3HARRIS TECHNOLOGIES, INC. /DE/","L3HARRIS TECHNOLOGIES, INC. /DE/",3812,20,38,381,US,1025 W NASA BLVD
205402_GRAYBAR ELECTRIC CO INC,GRAYBAR ELECTRIC CO INC,5063,50,50,506,US,34 N MERAMEC AVE
"215466_COEUR MINING, INC.","COEUR MINING, INC.",1040,10,10,104,US,200 SOUTH WACKER DRIVE
216228_ITT INC.,ITT INC.,3561,20,35,356,US,100 WASHINGTON BLVD
217346_TEXTRON INC,TEXTRON INC,3720,20,37,372,US,40 WESTMINSTER ST
230557_SELECTIVE INSURANCE GROUP INC,SELECTIVE INSURANCE GROUP INC,6331,60,63,633,US,40 WANTAGE AVENUE
275053_NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,2834,20,28,283,US,2901 WEST BLUEGRASS BLVD.
"277135_W.W. GRAINGER, INC.","W.W. GRAINGER, INC.",5000,50,50,500,US,100 GRAINGER PARKWAY
277509_FEDERAL SIGNAL CORP /DE/,FEDERAL SIGNAL CORP /DE/,3711,20,37,371,US,1415 WEST 22ND STREET
277948_CSX CORP,CSX CORP,4011,40,40,401,US,500 WATER STREET
278166_CAVCO INDUSTRIES INC.,CAVCO INDUSTRIES INC.,2451,20,24,245,US,3636 N CENTRAL AVE
310522_FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,60,61,611,US,MIDTOWN CENTER
310764_STRYKER CORP,STRYKER CORP,3841,20,38,384,US,2825 AIRVIEW BLVD
313143_HAEMONETICS CORP,HAEMONETICS CORP,3841,20,38,384,US,125 SUMMER STREET
313616_DANAHER CORP /DE/,DANAHER CORP /DE/,3823,20,38,382,US,2200 PENNSYLVANIA AVE. N.W.
314489_FIRST BUSEY CORP /NV/,FIRST BUSEY CORP /NV/,6022,60,60,602,US,201 W MAIN STREET
314808_VALARIS LTD,VALARIS LTD,1381,10,13,138,BM,CLARENDON HOUSE
315213_ROBERT HALF INTERNATIONAL INC.,ROBERT HALF INTERNATIONAL INC.,7363,70,73,736,US,2884 SAND HILL RD
315213_ROBERT HALF INC.,ROBERT HALF INC.,7363,70,73,736,US,2884 SAND HILL RD
315858_BLUEGREEN VACATIONS HOLDING CORP,BLUEGREEN VACATIONS HOLDING CORP,6500,60,65,650,US,401 EAST LAS OLAS BLVD
316709_SCHWAB CHARLES CORP,SCHWAB CHARLES CORP,6211,60,62,621,US,3000 SCHWAB WAY
"317540_COCA-COLA CONSOLIDATED, INC.","COCA-COLA CONSOLIDATED, INC.",2086,20,20,208,US,4100 COCA COLA PLZ
318154_AMGEN INC,AMGEN INC,2836,20,28,283,US,ONE AMGEN CENTER DRIVE
318300_PEOPLES BANCORP INC,PEOPLES BANCORP INC,6022,60,60,602,US,138 PUTNAM ST
318833_TEAM INC,TEAM INC,7600,70,76,760,US,13131 DAIRY ASHFORD
319201_KLA CORP,KLA CORP,3827,20,38,382,US,ONE TECHNOLOGY DRIVE
"320017_LISATA THERAPEUTICS, INC.","LISATA THERAPEUTICS, INC.",8090,70,80,809,US,110 ALLEN ROAD
320121_TELOS CORP,TELOS CORP,7373,70,73,737,US,19886 ASHBURN ROAD
"320187_NIKE, INC.","NIKE, INC.",3021,20,30,302,US,ONE BOWERMAN DR
320193_APPLE INC,APPLE INC,3571,20,35,357,US,ONE APPLE PARK WAY
320335_GLOBE LIFE INC.,GLOBE LIFE INC.,6311,60,63,631,US,3700 SOUTH STONEBRIDGE DRIVE
"350698_AUTONATION, INC.","AUTONATION, INC.",5500,52,55,550,US,200 SW 1ST AVE
350894_SEI INVESTMENTS CO,SEI INVESTMENTS CO,6211,60,62,621,US,1 FREEDOM VALLEY DRIVE
351569_AMERIS BANCORP,AMERIS BANCORP,6022,60,60,602,US,3490 PIEDMONT RD
"351817_SILVERBOW RESOURCES, INC.","SILVERBOW RESOURCES, INC.",1311,10,13,131,US,920 MEMORIAL CITY WAY
352541_ALLIANT ENERGY CORP,ALLIANT ENERGY CORP,4931,40,49,493,US,4902 NORTH BILTMORE LANE
352825_FOSTER L B CO,FOSTER L B CO,5051,50,50,505,US,415 HOLIDAY DR
353184_AIR T INC,AIR T INC,4513,40,45,451,US,5930 BALSOM RIDGE ROAD
354707_HAWAIIAN ELECTRIC INDUSTRIES INC,HAWAIIAN ELECTRIC INDUSTRIES INC,4911,40,49,491,US,"1001 BISHOP STREET, SUITE 2900"
"354950_HOME DEPOT, INC.","HOME DEPOT, INC.",5211,52,52,521,US,2455 PACES FERRY ROAD
355019_FONAR CORP,FONAR CORP,3845,20,38,384,US,110 MARCUS DR
355811_GENTEX CORP,GENTEX CORP,3714,20,37,371,US,600 N CENTENNIAL ST
356037_CSP INC /MA/,CSP INC /MA/,7373,70,73,737,US,175 CABOT STREET
356171_TRICO BANCSHARES /,TRICO BANCSHARES /,6022,60,60,602,US,TRICO BANCSHARES
356309_NEW JERSEY RESOURCES CORP,NEW JERSEY RESOURCES CORP,4924,40,49,492,US,1415 WYCKOFF RD
357173_OLD SECOND BANCORP INC,OLD SECOND BANCORP INC,6022,60,60,602,US,37 S RIVER ST
700564_FULTON FINANCIAL CORP,FULTON FINANCIAL CORP,6021,60,60,602,US,ONE PENN SQ
700923_MYR GROUP INC.,MYR GROUP INC.,1623,15,16,162,US,12121 GRANT STREET
701347_CENTRAL PACIFIC FINANCIAL CORP,CENTRAL PACIFIC FINANCIAL CORP,6022,60,60,602,US,220 S KING ST
701374_SIX FLAGS ENTERTAINMENT CORP,SIX FLAGS ENTERTAINMENT CORP,7990,70,79,799,US,1000 BALLPARK WAY SUITE 400
"701985_BATH & BODY WORKS, INC.","BATH & BODY WORKS, INC.",5621,52,56,562,US,THREE LIMITED PKWY
702165_NORFOLK SOUTHERN CORP,NORFOLK SOUTHERN CORP,4011,40,40,401,US,650 W PEACHTREE STREET NW
"703351_BRINKER INTERNATIONAL, INC","BRINKER INTERNATIONAL, INC",5812,52,58,581,US,3000 OLYMPUS BLVD.
"703604_DISTRIBUTION SOLUTIONS GROUP, INC.","DISTRIBUTION SOLUTIONS GROUP, INC.",5080,50,50,508,US,8770 WEST BRYN MAWR AVENUE
705432_SOUTHSIDE BANCSHARES INC,SOUTHSIDE BANCSHARES INC,6022,60,60,602,US,1201 S BECKHAM
706129_HORIZON BANCORP INC /IN/,HORIZON BANCORP INC /IN/,6022,60,60,602,US,515 FRANKLIN STREET
706863_UNION BANKSHARES INC,UNION BANKSHARES INC,6022,60,60,602,US,P O BOX 667
707179_OLD NATIONAL BANCORP /IN/,OLD NATIONAL BANCORP /IN/,6021,60,60,602,US,ONE MAIN ST
"707388_STAR EQUITY HOLDINGS, INC.","STAR EQUITY HOLDINGS, INC.",3845,20,38,384,US,53 FOREST AVENUE
707549_LAM RESEARCH CORP,LAM RESEARCH CORP,3559,20,35,355,US,4650 CUSHING BLVD
708781_CASS INFORMATION SYSTEMS INC,CASS INFORMATION SYSTEMS INC,7389,70,73,738,US,12444 POWERSCOURT DRIVE
708821_PAR TECHNOLOGY CORP,PAR TECHNOLOGY CORP,3578,20,35,357,US,PAR TECHNOLOGY PARK
708955_FIRST FINANCIAL BANCORP /OH/,FIRST FINANCIAL BANCORP /OH/,6021,60,60,602,US,255 EAST FIFTH STREET
709283_QUANTUM CORP /DE/,QUANTUM CORP /DE/,3572,20,35,357,US,224 AIRPORT PARKWAY
"711404_COOPER COMPANIES, INC.","COOPER COMPANIES, INC.",3851,20,38,385,US,6101 BOLLINGER CANYON ROAD
711669_COLONY BANKCORP INC,COLONY BANKCORP INC,6022,60,60,602,US,115 SOUTH GRANT STREET
712515_ELECTRONIC ARTS INC.,ELECTRONIC ARTS INC.,7372,70,73,737,US,209 REDWOOD SHORES PARKWAY
712534_FIRST MERCHANTS CORP,FIRST MERCHANTS CORP,6021,60,60,602,US,200 E JACKSON ST
712537_FIRST COMMONWEALTH FINANCIAL CORP /PA/,FIRST COMMONWEALTH FINANCIAL CORP /PA/,6021,60,60,602,US,601 PHILADELPHIA STREET
"713676_PNC FINANCIAL SERVICES GROUP, INC.","PNC FINANCIAL SERVICES GROUP, INC.",6021,60,60,602,US,THE TOWER AT PNC PLAZA
714310_VALLEY NATIONAL BANCORP,VALLEY NATIONAL BANCORP,6021,60,60,602,US,ONE PENN PLAZA
"714395_GERMAN AMERICAN BANCORP, INC.","GERMAN AMERICAN BANCORP, INC.",6022,60,60,602,US,711 MAIN ST
714562_FIRST FINANCIAL CORP /IN/,FIRST FINANCIAL CORP /IN/,6022,60,60,602,US,ONE FIRST FINANCIAL PLAZA
715072_RENASANT CORP,RENASANT CORP,6022,60,60,602,US,209 TROY STREET
715579_ACNB CORP,ACNB CORP,6022,60,60,602,US,16 LINCOLN SQUARE
715787_INTERFACE INC,INTERFACE INC,2273,20,22,227,US,1280 WEST PEACHTREE ST. NW
716605_PENNS WOODS BANCORP INC,PENNS WOODS BANCORP INC,6022,60,60,602,US,115 S MAIN ST
716634_READING INTERNATIONAL INC,READING INTERNATIONAL INC,7830,70,78,783,US,5995 SEPULVEDA BOULEVARD
716643_REGIS CORP,REGIS CORP,7200,70,72,720,US,3701 WAYZATA BLVD
717423_MURPHY OIL CORP,MURPHY OIL CORP,1311,10,13,131,US,9805 KATY FWY
717538_ARROW FINANCIAL CORP,ARROW FINANCIAL CORP,6021,60,60,602,US,250 GLEN ST
719135_APYX MEDICAL CORP,APYX MEDICAL CORP,3841,20,38,384,US,5115 ULMERTON ROAD
719220_S&T BANCORP INC,S&T BANCORP INC,6022,60,60,602,US,800 PHILADELPHIA STREET
719733_KEY TRONIC CORP,KEY TRONIC CORP,3672,20,36,367,US,4424 N. SULLIVAN ROAD
719739_SVB FINANCIAL GROUP,SVB FINANCIAL GROUP,6022,60,60,602,US,3003 TASMAN DR
720005_RAYMOND JAMES FINANCIAL INC,RAYMOND JAMES FINANCIAL INC,6211,60,62,621,US,880 CARILLON PKWY
720858_INVESTORS TITLE CO,INVESTORS TITLE CO,6361,60,63,636,US,121 N COLUMBIA ST
721371_CARDINAL HEALTH INC,CARDINAL HEALTH INC,5122,50,51,512,US,7000 CARDINAL PLACE
721994_LAKELAND FINANCIAL CORP,LAKELAND FINANCIAL CORP,6022,60,60,602,US,202 E CENTER ST
723125_MICRON TECHNOLOGY INC,MICRON TECHNOLOGY INC,3674,20,36,367,US,8000 S FEDERAL WAY
723254_CINTAS CORP,CINTAS CORP,2320,20,23,232,US,6800 CINTAS BLVD
"723612_AVIS BUDGET GROUP, INC.","AVIS BUDGET GROUP, INC.",7510,70,75,751,US,6 SYLVAN WAY
723646_FRANKLIN FINANCIAL SERVICES CORP /PA/,FRANKLIN FINANCIAL SERVICES CORP /PA/,6022,60,60,602,US,20 S MAIN ST
"723733_MULTI SOLUTIONS II, INC","MULTI SOLUTIONS II, INC",6770,60,67,677,US,4400 BISCAYNE BOULEVARD
726601_CAPITAL CITY BANK GROUP INC,CAPITAL CITY BANK GROUP INC,6022,60,60,602,US,217 N MONROE ST
726728_REALTY INCOME CORP,REALTY INCOME CORP,6798,60,67,679,US,11995 EL CAMINO REAL
726854_CITY HOLDING CO,CITY HOLDING CO,6021,60,60,602,US,25 GATEWATER ROAD
726865_LINCOLN NATIONAL LIFE INSURANCE CO /IN/,LINCOLN NATIONAL LIFE INSURANCE CO /IN/,6311,60,63,631,US,1301 SOUTH HARRISON STREET
726958_CASEYS GENERAL STORES INC,CASEYS GENERAL STORES INC,5500,52,55,550,US,PO BOX 3001
727920_EQUITABLE FINANCIAL LIFE INSURANCE CO,EQUITABLE FINANCIAL LIFE INSURANCE CO,6411,60,64,641,US,1290 AVENUE OF THE AMERICAS
"728391_IPALCO ENTERPRISES, INC.","IPALCO ENTERPRISES, INC.",4911,40,49,491,US,ONE MONUMENT CIRCLE
730263_THOR INDUSTRIES INC,THOR INDUSTRIES INC,3716,20,37,371,US,601 E. BEARDSLEY AVENUE
730708_SEACOAST BANKING CORP OF FLORIDA,SEACOAST BANKING CORP OF FLORIDA,6022,60,60,602,US,815 COLORADO AVE
731012_HEALTHCARE SERVICES GROUP INC,HEALTHCARE SERVICES GROUP INC,8050,70,80,805,US,3220 TILLMAN DRIVE
731766_UNITEDHEALTH GROUP INC,UNITEDHEALTH GROUP INC,6324,60,63,632,US,UNITEDHEALTH GROUP CENTER
731802_ATMOS ENERGY CORP,ATMOS ENERGY CORP,4924,40,49,492,US,1800 THREE LINCOLN CTR
732417_HILLS BANCORPORATION,HILLS BANCORPORATION,6022,60,60,602,US,131 MAIN ST
732712_VERIZON COMMUNICATIONS INC,VERIZON COMMUNICATIONS INC,4813,40,48,481,US,1095 AVENUE OF THE AMERICAS
732717_AT&T INC.,AT&T INC.,4813,40,48,481,US,208 S. AKARD ST
733076_BRIGHTHOUSE LIFE INSURANCE CO,BRIGHTHOUSE LIFE INSURANCE CO,6311,60,63,631,US,11225 NORTH COMMUNITY HOUSE ROAD
"733269_LIVERAMP HOLDINGS, INC.","LIVERAMP HOLDINGS, INC.",7374,70,73,737,US,225 BUSH STREET
733590_TRANSCONTINENTAL REALTY INVESTORS INC,TRANSCONTINENTAL REALTY INVESTORS INC,6798,60,67,679,US,1603 LBJ FREEWAY
736772_CNB FINANCIAL CORP/PA,CNB FINANCIAL CORP/PA,6022,60,60,602,US,1 SOUTH SECOND STREET
737468_WASHINGTON TRUST BANCORP INC,WASHINGTON TRUST BANCORP INC,6022,60,60,602,US,23 BROAD ST
737758_TORO CO,TORO CO,3524,20,35,352,US,8111 LYNDALE AVE SOUTH
737875_FIRST KEYSTONE CORP,FIRST KEYSTONE CORP,6022,60,60,602,US,111 W FRONT ST
"740260_VENTAS, INC.","VENTAS, INC.",6798,60,67,679,US,353 N. CLARK STREET
742112_INVACARE CORP,INVACARE CORP,3842,20,38,384,US,ONE INVACARE WAY
742112_INVACARE HOLDINGS CORP,INVACARE HOLDINGS CORP,3842,20,38,384,US,ONE INVACARE WAY
"745543_PETRO USA, INC.","PETRO USA, INC.",2834,20,28,283,US,7325 OSWEGO ROAD
"745732_ROSS STORES, INC.","ROSS STORES, INC.",5651,52,56,565,US,5130 HACIENDA DRIVE
"746210_OBLONG, INC.","OBLONG, INC.",7370,70,73,737,US,25587 CONIFER ROAD
746598_BRADY CORP,BRADY CORP,3990,20,39,399,US,6555 W GOOD HOPE RD
746838_UNISYS CORP,UNISYS CORP,7373,70,73,737,US,"801 LAKEVIEW DRIVE, SUITE 100"
749251_GARTNER INC,GARTNER INC,8741,70,87,874,US,56 TOP GALLANT RD
"750004_LIGHT & WONDER, INC.","LIGHT & WONDER, INC.",7373,70,73,737,US,6601 BERMUDA ROAD
750686_CAMDEN NATIONAL CORP,CAMDEN NATIONAL CORP,6021,60,60,602,US,TWO ELM ST
753308_NEXTERA ENERGY INC,NEXTERA ENERGY INC,4911,40,49,491,US,700 UNIVERSE BLVD
759944_CITIZENS FINANCIAL GROUP INC/RI,CITIZENS FINANCIAL GROUP INC/RI,6022,60,60,602,US,1 CITIZENS PLAZA
"761648_CEDAR REALTY TRUST, INC.","CEDAR REALTY TRUST, INC.",6798,60,67,679,US,2529 VIRGINIA BEACH BLVD.
763563_CHEMUNG FINANCIAL CORP,CHEMUNG FINANCIAL CORP,6022,60,60,602,US,ONE CHEMUNG CANAL PLZ
763744_LCI INDUSTRIES,LCI INDUSTRIES,3714,20,37,371,US,3501 COUNTY ROAD 6 EAST
764065_CLEVELAND-CLIFFS INC.,CLEVELAND-CLIFFS INC.,1000,10,10,100,US,200 PUBLIC SQUARE
"764180_ALTRIA GROUP, INC.","ALTRIA GROUP, INC.",2111,20,21,211,US,6601 WEST BROAD STREET
764478_BEST BUY CO INC,BEST BUY CO INC,5731,52,57,573,US,7601 PENN AVE SOUTH
764622_PINNACLE WEST CAPITAL CORP,PINNACLE WEST CAPITAL CORP,4911,40,49,491,US,400 NORTH FIFTH STREET
764764_CATERPILLAR FINANCIAL SERVICES CORP,CATERPILLAR FINANCIAL SERVICES CORP,6159,60,61,615,US,2120 WEST END AVE
"765207_FIRST BANCORP, INC /ME/","FIRST BANCORP, INC /ME/",6021,60,60,602,US,P.O. BOX 940
"766404_MULTI SOFT II, INC","MULTI SOFT II, INC",6770,60,67,677,US,4400 BISCAYNE BOULEVARD
"766421_ALASKA AIR GROUP, INC.","ALASKA AIR GROUP, INC.",4512,40,45,451,US,19300 INTERNATIONAL BOULEVARD
766704_WELLTOWER INC.,WELLTOWER INC.,6798,60,67,679,US,4500 DORR STREET
766829_SJW GROUP,SJW GROUP,4941,40,49,494,US,110 W. TAYLOR STREET
768835_BIG LOTS INC,BIG LOTS INC,5331,52,53,533,US,4900 E DUBLIN GRANVILLE RD
"768899_TRUEBLUE, INC.","TRUEBLUE, INC.",7363,70,73,736,US,1015 A STREET
"769397_AUTODESK, INC.","AUTODESK, INC.",7372,70,73,737,US,"ONE MARKET, STE. 400."
769520_MIDDLEBY CORP,MIDDLEBY CORP,3580,20,35,358,US,1400 TOASTMASTER DRIVE
771497_ABM INDUSTRIES INC /DE/,ABM INDUSTRIES INC /DE/,7340,70,73,734,US,ONE LIBERTY PLAZA
"772406_CIRRUS LOGIC, INC.","CIRRUS LOGIC, INC.",3674,20,36,367,US,800 WEST 6TH STREET
"773141_M.D.C. HOLDINGS, INC.","M.D.C. HOLDINGS, INC.",1531,15,15,153,US,4350 S MONACO STREET
773840_HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,3724,20,37,372,US,855 S. MINT STREET
776867_WHITE MOUNTAINS INSURANCE GROUP LTD,WHITE MOUNTAINS INSURANCE GROUP LTD,6331,60,63,633,US,23 SOUTH MAIN STREET
776901_INDEPENDENT BANK CORP,INDEPENDENT BANK CORP,6022,60,60,602,US,288 UNION STREET
777917_PRUCO LIFE INSURANCE CO,PRUCO LIFE INSURANCE CO,6311,60,63,631,US,213 WASHINGTON ST
779152_HENRY JACK & ASSOCIATES INC,HENRY JACK & ASSOCIATES INC,7373,70,73,737,US,PO BOX 807
779152_JACK HENRY & ASSOCIATES INC,JACK HENRY & ASSOCIATES INC,7373,70,73,737,US,PO BOX 807
779544_ARK RESTAURANTS CORP,ARK RESTAURANTS CORP,5812,52,58,581,US,85 FIFTH AVENUE
"780571_ITRON, INC.","ITRON, INC.",3825,20,38,382,US,2111 N MOLTER ROAD
783324_VISTA GOLD CORP,VISTA GOLD CORP,1040,10,10,104,US,"7961 SHAFFER PKWY, SUITE 5"
"784199_ARTIVION, INC.","ARTIVION, INC.",3841,20,38,384,US,1655 ROBERTS BOULEVARD N W
784977_PORTLAND GENERAL ELECTRIC CO /OR/,PORTLAND GENERAL ELECTRIC CO /OR/,4911,40,49,491,US,121 SW SALMON ST
785161_ENCOMPASS HEALTH CORP,ENCOMPASS HEALTH CORP,8060,70,80,806,US,9001 LIBERTY PARKWAY
785557_DLH HOLDINGS CORP.,DLH HOLDINGS CORP.,7363,70,73,736,US,"3565 PIEDMONT ROAD, NE"
785786_PLEXUS CORP,PLEXUS CORP,3672,20,36,367,US,PLEXUS CORP
787250_DPL INC,DPL INC,4931,40,49,493,US,1065 WOODMAN DRIVE
788784_PUBLIC SERVICE ENTERPRISE GROUP INC,PUBLIC SERVICE ENTERPRISE GROUP INC,4931,40,49,493,US,CORPORATE ACCOUNTING SERVICES
789570_MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL,7011,70,70,701,US,3600 LAS VEGAS BLVD S
789933_NACCO INDUSTRIES INC,NACCO INDUSTRIES INC,1221,10,12,122,US,5875 LANDERBROOK DR
790051_CARLISLE COMPANIES INC,CARLISLE COMPANIES INC,3060,20,30,306,US,16430 N. SCOTTSDALE RD.
"790526_RADNET, INC.","RADNET, INC.",8071,70,80,807,US,1510 COTNER AVE
790816_BRANDYWINE REALTY TRUST,BRANDYWINE REALTY TRUST,6798,60,67,679,US,2929 ARCH STREET
791963_OPPENHEIMER HOLDINGS INC,OPPENHEIMER HOLDINGS INC,6211,60,62,621,US,85 BROAD STREET
792987_ASTEC INDUSTRIES INC,ASTEC INDUSTRIES INC,3531,20,35,353,US,1725 SHEPHERD ROAD
793074_WERNER ENTERPRISES INC,WERNER ENTERPRISES INC,4213,40,42,421,US,14507 FRONTIER ROAD
"793952_HARLEY-DAVIDSON, INC.","HARLEY-DAVIDSON, INC.",3751,20,37,375,US,3700 W JUNEAU AVE
"794170_TOLL BROTHERS, INC.","TOLL BROTHERS, INC.",1531,15,15,153,US,1140 VIRGINIA DRIVE
"794323_LEVEL 3 PARENT, LLC","LEVEL 3 PARENT, LLC",4813,40,48,481,US,1025 ELDORADO BOULEVARD
794619_AMERICAN WOODMARK CORP,AMERICAN WOODMARK CORP,2430,20,24,243,US,3102 SHAWNEE DRIVE
795266_KB HOME,KB HOME,1531,15,15,153,US,10990 WILSHIRE BLVD
796343_ADOBE INC.,ADOBE INC.,7372,70,73,737,US,345 PARK AVE
797468_OCCIDENTAL PETROLEUM CORP /DE/,OCCIDENTAL PETROLEUM CORP /DE/,1311,10,13,131,US,5 GREENWAY PLAZA
798354_FISERV INC,FISERV INC,7389,70,73,738,US,255 FISERV DR
798359_CENTERSPACE,CENTERSPACE,6798,60,67,679,US,3100 10TH ST SW
